response;title;year;rated;released;runtime;genre;director;writer;actors;plot;language;country;awards;poster;metascore;imdbRating;imdbVotes;imdbID;type;season;episode;seriesID
True;Private Lessons II;1993;UNRATED;06 Mar 1993;85 min;Comedy, Drama, Romance;Seiji Izumi;Dan Greenburg (novel), Dan Greenburg (earlier screenplay Private Lessons), Dan Greenburg (screenplay);Gorô Inagaki, Joanna Pacula, Masahiro Nakai, Akira Emoto;An insecure young Asian man, played by Japanese pop star Goro Inagaki, meats an interesting sensual European woman who teaches him the secrets of love and life.;Japanese, English, French;Japan, USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTI3MjgzMzE2MV5BMl5BanBnXkFtZTcwMjY5NDkyMQ@@._V1_SX300.jpg;N/A;4,7;68;tt0107878;movie;;;
True;Robot Wars;1993;PG;28 Apr 1993;69 min;Action, Sci-Fi;Albert Band;Charles Band (original idea), Jackson Barr (screenplay);Don Michael Paul, Barbara Crampton, James Staley, Lisa Rinna;In the year 2041, the rebel Centros are a plague to the survivors of the great toxic gas scare of 1993. A renegade Megarobot pilot and an archaeologist must team up (despite personal ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjA5Mzc3ODEyM15BMl5BanBnXkFtZTcwMTc3OTkxMQ@@._V1_SX300.jpg;N/A;4;668;tt0107979;movie;;;
True;#DUPE#;1993;PG-13;23 Apr 1993;97 min;Comedy, Drama, Romance;Mike Binder;Mike Binder;Alan Arkin, Matt Craven, Diane Lane, Bill Paxton;Seven friends reunite for a week-long reunion at a summer camp in Ontario they used to attend as children which is now threatened with being closed down.;English;Canada, USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTkzMDMxNTE2NV5BMl5BanBnXkFtZTYwNzk4OTE5._V1_SX300.jpg;N/A;6,4;3,947;tt0107212;movie;;;
True;Terminator Woman;1993;R;30 Jun 1993;105 min;Action;Michel Qissi;Jeanette Agaronoff (screenplay), John S. Soet (screenplay);Jerry Trimble, Karen Sheperd, Michel Qissi, Ashley Hayden;Two martial arts-oriented cops (Sheperd and Trimble) track down a drug lord (Qissi).;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTcwMTE0MTgzMV5BMl5BanBnXkFtZTcwOTYyOTAwMQ@@._V1_SX300.jpg;N/A;5,2;183;tt0108313;movie;;;
True;Wilder Napalm;1993;PG-13;20 Aug 1993;109 min;Comedy, Fantasy;Glenn Gordon Caron;Vince Gilligan;Debra Winger, Dennis Quaid, Arliss Howard, M. Emmet Walsh;Wilder and Wallace are brothers and pyrokinetics. Ever since childhood they've been able to start fires with their minds but following a tragedy in which they accidentally killed a man, the...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTg3MTIyOTIzNV5BMl5BanBnXkFtZTcwMTg5NjYyMQ@@._V1_SX300.jpg;N/A;5,5;1,280;tt0108569;movie;;;
True;Avalanche;1994;N/A;01 Nov 1994;110 min;Thriller;Paul Shapiro;Tim Redman;Michael Gross, Deanna Milligan, Myles Ferguson, David Hasselhoff;Duncan is a murderous thief. When he jumps out of his plane, it crashes into the Rockies and produces an avalanche. A quiet family trapped inside their house will rescue him. They will have...;English;Canada, USA;3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTU1ODAzODc0M15BMl5BanBnXkFtZTcwNTk1MDcyMQ@@._V1_SX300.jpg;N/A;4,5;492;tt0109180;movie;;;
True;Blank Check;1994;PG;11 Feb 1994;93 min;Comedy, Family;Rupert Wainwright;Blake Snyder, Colby Carr;Brian Bonsall, Karen Duffy, James Rebhorn, Jayne Atkinson;By accident, the 12-year-old Preston is given a blank check and when he fills in $1,000,000 - he is able to get it! He is having fun spending the money, but the gangsters who owned it want ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjE2MzE2NjkzNF5BMl5BanBnXkFtZTcwODM1MjgyMQ@@._V1_SX300.jpg;N/A;5,1;13,456;tt0109287;movie;;;
True;Death Match;1994;R;26 Oct 1994;94 min;Action, Drama;Joe Coppoletta;Curtis Gleaves (story), Curtis Gleaves (screenplay), Bob Wyatt (screenplay), Steve Tymon (screenplay);Ian Jacklin, Martin Kove, Matthias Hues, Renee Allman;A kickboxing champ and a reporter are searching for a missing man, but they turn up a series of illegal kickboxing matches run by an arms dealer.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjE0NzQ3NjgyOF5BMl5BanBnXkFtZTcwOTQ0ODgxMQ@@._V1_SX300.jpg;N/A;4,4;141;tt0109576;movie;;;
True;Kidz in the Wood;1996;N/A;25 May 1996;95 min;Comedy, Family;Neal Israel;Neal Israel, Robert Klane;Dave Thomas, Julia Duffy, Tatyana Ali, Candace Cameron Bure;a class field trip to the Oregon Trail that results in the class and teacher getting lost.;English;Canada, USA;N/A;http://ia.media-imdb.com/images/M/MV5BMzZkMmVjNTEtMDJiMy00NGM2LTgzYmEtYTdkM2Q1MjM3NDE4XkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_SX300.jpg;N/A;6,4;170;tt0110257;movie;;;
True;Mute Witness;1995;R;15 Sep 1995;95 min;Horror, Thriller;Anthony Waller;Anthony Waller;Marina Zudina, Fay Ripley, Evan Richards, Oleg Yankovskiy;Billy Hughes, a mute makeup artist working on a slasher film being shot in Moscow, is locked in the studio after hours. While there she witnesses a brutal murder, and must first escape ...;English, Russian;Russia, UK, Germany;3 wins & 3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTQwMjczODAyOV5BMl5BanBnXkFtZTcwNDA5NjQyMQ@@._V1_SX300.jpg;N/A;6,8;4,254;tt0110604;movie;;;
True;The Next Karate Kid;1994;PG;09 Sep 1994;107 min;Action, Drama, Family;Christopher Cain;Robert Mark Kamen (characters), Mark Lee;Pat Morita, Hilary Swank, Michael Ironside, Constance Towers;"Mr. Miyagi is back and he takes a new pupil under his wing; a troubled adolescent girl.";English;USA;1 win.;http://ia.media-imdb.com/images/M/MV5BMTYwODUyNTA4Nl5BMl5BanBnXkFtZTYwOTgyMjU5._V1_SX300.jpg;N/A;4,3;17,717;tt0110657;movie;;;
True;La teta y la luna;1994;N/A;06 Oct 1994;90 min;Comedy, Romance;Bigas Luna;Josep Bargalló (additional dialogue), Cuca Canals, Frédéric Lasaygues (additional dialogue), Bigas Luna;Biel Duran, Mathilda May, Gérard Darmon, Miguel Poveda;A child cannot stand the idea of having a new brother and dreams about drinking milk from the breasts of his mother again. The child asks the moon to bring him a teet only for him.;Catalan, Spanish, French;Spain, France;2 wins & 3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTMwMzA0Mzc0Ml5BMl5BanBnXkFtZTcwODEzNDQzMQ@@._V1_SX300.jpg;N/A;6,5;2,315;tt0111403;movie;;;
True;Three Colors: Red;1994;R;23 Nov 1994;99 min;Drama, Mystery, Romance;Krzysztof Kieslowski;Krzysztof Kieslowski, Krzysztof Piesiewicz;Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit;Final entry in a trilogy of films dealing with contemporary French society concerns a model who discovers her neighbour is keen on invading people's privacy.;French;France, Switzerland, Poland;Nominated for 3 Oscars. Another 16 wins & 22 nominations.;http://ia.media-imdb.com/images/M/MV5BMTkyNDE0Njk0N15BMl5BanBnXkFtZTYwNTQ4Mzk5._V1_SX300.jpg;N/A;8,1;62,480;tt0111495;movie;;;
True;The Outer Limits;1995–2002;N/A;26 Mar 1995;44 min;Drama, Fantasy, Horror;N/A;N/A;Alex Diakun, Eric Schneider, Garvin Cross, Kavan Smith;A modern revival of the classic eponymous 1960s sci-fi horror anthology show. Episodes often have twist-endings and involve aliens. Sometimes, story from one episode continues in a later episode.;English;Canada, USA;Won 1 Primetime Emmy. Another 17 wins & 47 nominations.;http://ia.media-imdb.com/images/M/MV5BMTEzMDE0ODM0OTFeQTJeQWpwZ15BbWU3MDEzNTI4ODQ@._V1_SX300.jpg;N/A;7,8;8,331;tt0112111;series;;;
True;A Personal Journey with Martin Scorsese Through American Movies;1995;N/A;21 May 1995;225 min;Documentary;Martin Scorsese, Michael Henry Wilson;Martin Scorsese, Michael Henry Wilson;Martin Scorsese, Allison Anders, Kathryn Bigelow, Francis Ford Coppola;Martin Scorsese describes his initial and growing obsession with films from the 1940s and 50s as the art form developed and grew with clips from classics and cult classics.;English;USA, UK, France;N/A;http://ia.media-imdb.com/images/M/MV5BMTY5Mjk0NzI4N15BMl5BanBnXkFtZTcwNTE5MzAyMQ@@._V1_SX300.jpg;N/A;8,6;3,663;tt0112120;movie;;;
True;Art for Teachers of Children;1995;N/A;02 Aug 1995;82 min;Biography, Drama, Romance;Jennifer Montgomery;Jennifer Montgomery;Lisa Anomaiprasert, Coles Burroughs, Duncan Hannah, Bryan Keane;Jennifer, an intelligent but insecure 14-year-old student at a boarding school, seduces her married dormitory counselor, a photographer who has offered to teach her about his art and winds ...;English;USA;2 nominations.;N/A;N/A;6,2;77;tt0112393;movie;;;
True;#DUPE#;1995;R;15 Aug 1995;92 min;Action;Rick Avery, William Lustig;Max Allan Collins (screenplay), Jill Gatsby (story);Jeff Speakman, James Brolin, Michael Shaner, Alex Datcher;Johnny's sister is brutally attacked and murdered by a sadistic serial killer. At the trial, he is sentenced to be electrocuted, but a bleeding heart liberal has the sentence commuted to a ...;English;USA, France;N/A;http://ia.media-imdb.com/images/M/MV5BMjA4MTQ5NDc5MV5BMl5BanBnXkFtZTcwNjQ2MzgxMQ@@._V1_SX300.jpg;N/A;4,4;435;tt0109760;movie;;;
True;Felony;1994;R;03 Jan 1996;93 min;Action, Drama, Thriller;David A. Prior;David A. Prior;Jeffrey Combs, Ashley Laurence, Leo Rossi, Charles Napier;A reality cop show films a police raid on a drug ring that goes awry and results in the massacre of 11 policemen. All of this gets taped by the cameraman who tries to sell the tape to the ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTU0OTMwMjcxNV5BMl5BanBnXkFtZTcwNjcxODkxMQ@@._V1_SX300.jpg;N/A;4,1;227;tt0113048;movie;;;
True;Her Deadly Rival;1995;N/A;19 Sep 1995;96 min;Drama;James Hayman;Dan Vining;Harry Hamlin, Annie Potts, Lisa Zane, Tommy Hinkley;A man's marriage is threatened by an unknown admirer.;English;USA;N/A;N/A;N/A;6,2;154;tt0113293;movie;;;
True;Jack-O;1995;R;10 Oct 1995;88 min;Horror;Steve Latshaw;Brad Linaweaver (story), Patrick Moran, Fred Olen Ray (story);Linnea Quigley, Maddisen K. Krown, Gary Doles, Ryan Latshaw;A long long time ago a wizard was put to death, but he swore vengeance on the townsfolk that did him in, particularly Arthur Kelly's family. Arthur had done the final graces on him when he ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BYjAxY2ZhYmItNjdhOC00YWJlLThiY2YtMDNkN2Q2YjZhZjI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;N/A;2,7;878;tt0113449;movie;;;
True;Just Cause;1995;R;17 Feb 1995;102 min;Action, Crime, Drama;Arne Glimcher;John Katzenbach (novel), Jeb Stuart (screenplay), Peter Stone (screenplay);Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood;A Harvard professor is lured back into the courtroom after 25 years to take the case of a young black man condemned to death for the horrific murder of a child.;English;USA;1 win.;http://ia.media-imdb.com/images/M/MV5BMTQyMzk3Mzk3OV5BMl5BanBnXkFtZTcwOTU5ODYyMQ@@._V1_SX300.jpg;N/A;6,4;19,111;tt0113501;movie;;;
True;Let It Be Me;1995;PG-13;17 Nov 1995;88 min;Drama, Romance;Eleanor Bergstein;Eleanor Bergstein;Campbell Scott, Jennifer Beals, Yancy Butler, Patrick Stewart;After becoming engaged to Emily, Gabe finds himself watching a graceful pair of dancers in a dance studio window. Hoping to learn to dance for his upcoming wedding, Gabe enters the studio ...;English;USA;N/A;N/A;N/A;5,7;601;tt0113638;movie;;;
True;Night Hunter;1996;R;21 May 1996;86 min;Action, Drama, Horror;Rick Jacobson;William C. Martell (screenplay);Don 'The Dragon' Wilson, Melanie Smith, Nicholas Guest, Sid Sham;Jack Cutter is the last in long line of vampire hunters. After killing few vampires in one L.A. restaurant, he is chased both by police and by other vampires. In the process he meets an ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTMwNTM0MTMwMV5BMl5BanBnXkFtZTcwNjY5NTQyMQ@@._V1_SX300.jpg;N/A;4,1;406;tt0113981;movie;;;
True;Nothing Personal;1995;R;25 Apr 1997;86 min;Drama;Thaddeus O'Sullivan;Daniel Mornin;Ian Hart, John Lynch, James Frain, Michael Gambon;A raw depiction of the Belfast 'troubles' as savage tribal warfare. Set shortly after the 1975 cease fire, the film focuses on the tribulations of Kenny, Protestant leader of a group of ...;English;UK, Ireland;2 wins & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMTAyOTM2NjYxMTBeQTJeQWpwZ15BbWU3MDc4ODg4MTE@._V1_SX300.jpg;N/A;6,9;395;tt0114007;movie;;;
True;Othello;1995;R;19 Jan 1996;123 min;Drama, Romance;Oliver Parker;Oliver Parker (adaptation), William Shakespeare (play);Laurence Fishburne, Irène Jacob, Kenneth Branagh, Nathaniel Parker;The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.;English;USA, UK;3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_SX300.jpg;N/A;7;7,241;tt0114057;movie;;;
True;Party Girl;1995;R;09 Jun 1995;94 min;Comedy;Daisy von Scherler Mayer;Harry Birckmayer (screenplay), Harry Birckmayer (story), Sheila Gaffney (story), Daisy von Scherler Mayer (screenplay), Daisy von Scherler Mayer (story);Parker Posey, Anthony DeSando, Guillermo Díaz, Donna Mitchell;Mary is a free-spirited young woman with a run-down New York apartment and a high fashion wardrobe. She calls her godmother, a librarian, for bail money after being arrested for throwing an...;English;USA;1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTQ0MTE0NTQxMV5BMl5BanBnXkFtZTcwMDQ2NjkyMQ@@._V1_SX300.jpg;55;6,6;3,551;tt0114095;movie;;;
True;Perfect Alibi;1995;N/A;05 Sep 1995;98 min;Crime, Drama, Mystery;Kevin Meyer;Rochelle Majer Krich (novel), Kevin Meyer (screenplay);Teri Garr, Hector Elizondo, Alex McArthur, Lydie Denier;Melanie is married to Keith Bauers, she has two beautiful children and she is rich. She decides to engage a girl au pair, Janine, who arrives from France. Everything seems to run perfectly....;English;USA;1 win.;http://ia.media-imdb.com/images/M/MV5BMTMwODQ0NDg2MF5BMl5BanBnXkFtZTYwNTc0NzQ5._V1_SX300.jpg;N/A;5,4;187;tt0114114;movie;;;
True;Prime Suspect: The Lost Child;1995;N/A;22 Oct 1995;101 min;Crime, Drama, Mystery;John Madden;Paul Billing;Helen Mirren, Beatie Edney, Robert Glenister, Lesley Sharp;Supt. Tennison orchestrates a search for an abducted baby, but events take a turn for the worst when personal emotions cause complications.;English;UK, USA;1 win & 5 nominations.;http://ia.media-imdb.com/images/M/MV5BMTIzNDQzODc2OV5BMl5BanBnXkFtZTcwMzAyNjkxMQ@@._V1_SX300.jpg;N/A;7,9;1,379;tt0114182;movie;;;
True;Rob Roy;1995;R;14 Apr 1995;139 min;Adventure, Biography;Michael Caton-Jones;Alan Sharp (screenplay);Liam Neeson, Jessica Lange, John Hurt, Tim Roth;In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the ...;English;USA, UK;Nominated for 1 Oscar. Another 2 wins & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_SX300.jpg;55;6,9;33,879;tt0114287;movie;;;
True;Scorpion Spring;1996;R;10 Oct 1996;90 min;Crime, Thriller;Brian Cox;Brian Cox;Angel Aviles, Rubén Blades, Jessika Cardinahl, Jose Chaidez;On the run from the law, desperate drug runner Astor and his beautiful prisoner struggle through the savage heat. They are offered a ride by two unsuspecting travelers. Claiming to be ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTgyNjU5NzQxM15BMl5BanBnXkFtZTcwMDgwMjYzMQ@@._V1_SX300.jpg;N/A;4,7;230;tt0114366;movie;;;
True;She Fought Alone;1995;N/A;06 Nov 1995;87 min;Drama, Romance;Christopher Leitch;John Leekley;Tiffani Thiessen, Brian Austin Green, Isabella Hofmann, David Lipper;A young high school student is raped by a classmate. However, when word of the crime gets out, instead of condemning the rapist--a member of the school's championship football team--the ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTcwNDMyNDIwMl5BMl5BanBnXkFtZTcwODU4NTYyMQ@@._V1_SX300.jpg;N/A;6,6;1,026;tt0114419;movie;;;
True;Soul Survivors;1995;PG-13;N/A;115 min;Music;Sandy Johnson;Barry Devlin;Ian McShane, Margi Clarke, Isaac Hayes, Derrick O'Connor;"Otis Cooke (Ian McShane) is a British DJ with a late-night American soul music program in Liverpool. His favorite band, The Tallahassees, disbanded years ago, but their biggest hit, &quot;Pickin...";English;UK;N/A;N/A;N/A;7,6;49;tt0114504;movie;;;
True;Steel Frontier;1995;R;28 Mar 1995;105 min;Action, Sci-Fi;Joe Hart, Paul G. Volk;Joe Hart;Joe Lara, Bo Svenson, Stacie Foster, Brion James;Mad Max meets the Man With No Name in this futuristic story of a gunfighter (Joe Lara), who goes after a band of marauders who are terrorizing everyone and killing indiscriminately. As with...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTg5MzE3MTA3NF5BMl5BanBnXkFtZTcwMjEzODQyMQ@@._V1_SX300.jpg;N/A;4,9;331;tt0114537;movie;;;
True;The Stranger Beside Me;1995;N/A;17 Sep 1995;92 min;Drama;Sandor Stern;Bruce Miller;Tiffani Thiessen, Eric Close, Lorrie Morgan, Steven Eckholdt;There's a rapist plaguing a neighborhood. Now a young newlywed suspects that her new husband may be the one doing this.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTY0MTI3MjE5Ml5BMl5BanBnXkFtZTcwMjkxNDQ0MQ@@._V1_SX300.jpg;N/A;6,3;549;tt0114559;movie;;;
True;Pandora's Clock;1996;PG-13;10 Nov 1996;176 min;Action, Thriller, Drama;Eric Laneuville;John J. Nance (novel), David Israel (teleplay);Richard Dean Anderson, Daphne Zuniga, Jane Leeves, Richard Lawson;Quantum Airlines flight 66 has just taken off from Frankfurt, Germany bound for New York's JFK International Airport with 247 passengers aboard. After take-off, a man infected with a ...;English;USA;2 nominations.;http://ia.media-imdb.com/images/M/MV5BZDBiMTJhZGYtODU3Yy00YTNkLTg0Y2YtYThiNDI5N2ZkNmY5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg;N/A;6,4;620;tt0115309;movie;;;
True;The Tenant of Wildfell Hall;1996;N/A;26 Oct 1997;159 min;Drama;N/A;N/A;Toby Stephens, Tara Fitzgerald, Rupert Graves, Sarah Badel;Based on a little known 1848 novel by Anne Bronte, Tara Fitzgerald stars as an enigmatic young woman who moves to 19th Century Yorkshire with a young son. Distancing herself from everyone ...;English;UK;5 wins & 3 nominations.;http://ia.media-imdb.com/images/M/MV5BNTQwODg5NTk0OF5BMl5BanBnXkFtZTcwNzc1NDMzMQ@@._V1_SX300.jpg;N/A;7,5;1,761;tt0115387;series;;;
True;#DUPE#;1995;R;22 Aug 1995;92 min;Action, Crime, Sci-Fi;Jonathan Winfrey;Craig J. Nevius;Ashley Peldon, Rick Rossovich, Michael Wiseman, Bradford Tatum;"A female &quot;BATMAN&quot; with a strong story, intriguing characters, good action pacing... and several opportunities for sex.";English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjE1MzgzMjY2M15BMl5BanBnXkFtZTcwMTk5NDMyMQ@@._V1_SX300.jpg;N/A;4,7;797;tt0112519;movie;;;
True;City Hall;1996;R;16 Feb 1996;111 min;Drama, Thriller;Harold Becker;Ken Lipper, Paul Schrader, Nicholas Pileggi, Bo Goldman;Al Pacino, John Cusack, Bridget Fonda, Danny Aiello;The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.;English;USA;1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTQxNzEzMzQwN15BMl5BanBnXkFtZTcwOTk5MDYyMQ@@._V1_SX300.jpg;N/A;6,2;16,464;tt0115907;movie;;;
True;Daraar;1996;N/A;05 Jul 1996;N/A;Drama, Romance, Thriller;Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla;Aadesh K. Arjun (dialogue), Sachin Bhowmick (screenplay), Sachin Bhowmick (story);Rishi Kapoor, Juhi Chawla, Arbaaz Khan, Sushma Seth;Raj Malhotra lives with his mother, and comes from a very wealthy family. He meets Priya Bhatia, who works with a real estate agency, and instantly falls in love with her. At first Priya ...;Hindi;India;1 win.;http://ia.media-imdb.com/images/M/MV5BMTYzMzg2MzcxOV5BMl5BanBnXkFtZTcwMjk2ODgzMQ@@._V1_SX300.jpg;N/A;5,3;344;tt0116024;movie;;;
True;Deadly Voyage;1996;R;15 Jun 1996;90 min;Drama, Thriller;John Mackenzie;Stuart Urban;Omar Epps, Joss Ackland, Sean Pertwee, David Suchet;When stowaways are found on board a Russian cargo ship, some of the officers and crew decide to dispose of them at sea. The last time they had a stowaway on board, the ship was fined ...;English;USA;2 wins & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BOTY3NzYyNzUwM15BMl5BanBnXkFtZTcwNDk5MjEyMQ@@._V1_SX300.jpg;N/A;6,9;534;tt0116056;movie;;;
True;Dog Watch;1997;R;15 Aug 1997;100 min;Action, Crime, Thriller;John Langley;Martin Zurla (story), Dan Lauria (story), Martin Zurla (screenplay);Sam Elliott, Esai Morales, Paul Sorvino, Dan Lauria;A San Francisco detective (Elliott) goes wild when he discovers his partner dead and the presumed culprit standing over him. After beating the man to death, he comes to his senses and ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTU4Mjc0NTMxMV5BMl5BanBnXkFtZTcwMDYwNzYxNA@@._V1_SX300.jpg;N/A;5,4;265;tt0116120;movie;;;
True;Hamlet;1996;PG-13;25 Dec 1996;242 min;Drama;Kenneth Branagh;William Shakespeare (play), Kenneth Branagh (screenplay);Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed;Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.;English;UK, USA;Nominated for 4 Oscars. Another 9 wins & 19 nominations.;http://ia.media-imdb.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg;N/A;7,8;29,974;tt0116477;movie;;;
True;The Eighth Day;1996;N/A;07 Mar 1997;118 min;Comedy, Drama;Jaco Van Dormael;Jaco Van Dormael;Daniel Auteuil, Pascal Duquenne, Miou-Miou, Henri Garcin;An unusual and wonderful friendship develops between a busy but unhappy salesman and a resident of a mental asylum.;French;Belgium, France, UK;Nominated for 1 Golden Globe. Another 6 wins & 5 nominations.;http://ia.media-imdb.com/images/M/MV5BMTI0OTM5MDI4OF5BMl5BanBnXkFtZTcwMzM3OTQyMQ@@._V1_SX300.jpg;N/A;7,6;6,950;tt0116581;movie;;;
True;Jack Frost;1997;R;18 Nov 1997;89 min;Comedy, Fantasy, Horror;Michael Cooney;Jeremy Paige (story), Michael Cooney (story), Michael Cooney;Scott MacDonald, Christopher Allport, Stephen Mendel, F. William Parker;A serial killer dies, comes back as a snowman, and wreacks havoc.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTIwMDkxNTU1NF5BMl5BanBnXkFtZTcwNzc0MDQyMQ@@._V1_SX300.jpg;N/A;4,5;5,501;tt0116671;movie;;;
True;Jaded;1998;R;18 Jan 2000;95 min;Drama;Caryn Krooth;Wendy Olinger (story), Caryn Krooth (story), Wendy Olinger (screenplay);Carla Gugino, Richard Bright, Robert Knepper, Donna Mitchell;Drama about a pretty young woman who is raped in a most unusual way. There are unexpected turns and surprises in the plot and some characters turn out to be quite different than you'd ...;English;USA;1 nomination.;http://ia.media-imdb.com/images/M/MV5BNDEwNDIyODg0M15BMl5BanBnXkFtZTcwMDMyMDQyMQ@@._V1_SX300.jpg;N/A;5,4;557;tt0116675;movie;;;
True;Long Day's Journey Into Night;1995;N/A;19 Sep 1999;173 min;Biography, Drama, Music;David Wellington;Eugene O'Neill (play);Martha Burns, Peter Donaldson, Martha Henry, William Hutt;The Great American Family at its worst. James Tyrone is an aging actor and skinflint whose miserliness has been the ruin of his family. His wife, Mary, has been a morphine addict since the ...;English;Canada;N/A;http://ia.media-imdb.com/images/M/MV5BMTU1OTg1NjI5OF5BMl5BanBnXkFtZTgwMTY0ODExMzE@._V1_SX300.jpg;N/A;8,8;113;tt0116907;episode;N/A;N/A;N/A
True;Mother Night;1996;R;01 Nov 1996;114 min;Drama, Romance, War;Keith Gordon;Kurt Vonnegut Jr. (novel), Robert B. Weide (screenplay);Nick Nolte, Sheryl Lee, Alan Arkin, Bernard Behrens;An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.;English, German, Yiddish;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjAzNTA1Mjk2OF5BMl5BanBnXkFtZTcwNjE1MTYyMQ@@._V1_SX300.jpg;N/A;7,2;4,148;tt0117093;movie;;;
True;Night of the Twisters;1996;NOT RATED;14 Feb 1996;92 min;Action, Drama, Family;Timothy Bond;Ivy Ruckman (novel), Sam Graham (teleplay), Chris Hubbell (teleplay);Devon Sawa, Amos Crawley, John Schneider, Lori Hallier;The residents of a small town come face to face with a deadly and unpredictable series of tornadoes. Among them is one boy struggling to keep his family safe in the dangerous weather.;English;Canada, USA;1 win & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTg2ODI3MTM3OF5BMl5BanBnXkFtZTcwNDczNzA0MQ@@._V1_SX300.jpg;N/A;5,8;1,643;tt0117179;movie;;;
True;Twists of Terror;1997;N/A;17 Oct 1998;90 min;Horror, Thriller;Douglas Jackson;John Shirley;Jennifer Rubin, Françoise Robertson, Nick Mancuso, Joseph Ziegler;Stuck in the attic of his house, a paranoid man recounts several different tales to an unknown listener in order to explain the dangers of the world.;English;Canada;N/A;http://ia.media-imdb.com/images/M/MV5BMTU0NjIxNjk0N15BMl5BanBnXkFtZTcwNDU3NDcxMQ@@._V1_SX300.jpg;N/A;5,4;329;tt0117382;movie;;;
True;Starlight;1996;N/A;26 Aug 1997;100 min;Sci-Fi;Jonathon Kay;Jonathon Kay (screenplay);Rae Dawn Chong, Billy Wirth, Willie Nelson, Jim Byrnes;Adrianna (Chong) is a beautiful alien woman who has come to Earth in search of a half alien man (Wirth). She needs him to help her defeat the evil alien Pallas, who himself is out to kill her.;English;Canada;N/A;http://ia.media-imdb.com/images/M/MV5BMTQ0MjQzNzkyNl5BMl5BanBnXkFtZTcwMDExNDcxMQ@@._V1_SX300.jpg;N/A;2;128;tt0117734;movie;;;
True;Time Under Fire;1997;R;12 Nov 1997;92 min;Action, Sci-Fi;Scott P. Levy, Tripp Reed;Sean McGinly, Tripp Reed;Jeff Fahey, Richard Tyson, Jack Coleman, Bryan Cranston;A US submarine runs into a time rift. A special unit goes on a mission to see what's on the other side. They find themselves in an alternate dystopian America, now a one-man dictatorship. They decide to help the rebels.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMzVhZjM0ZWYtMGRiNy00MDEwLWFiZDYtZmMwYWU0OTc4ZjlkXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg;N/A;3,5;299;tt0117912;movie;;;
